COMMON NAME,LATITUDE,LONGITUDE,COUNTY CODE,OBSERVATION DATE,MONTH,COUNTRY CODE,STATE,STATE CODE,COUNTY,LOCALITY,LOCALITY ID,OBSERVER ID,GLOBAL UNIQUE IDENTIFIER
Spotted x Eastern Towhee (hybrid),39.6301588,-102.1430449,US-CO-125,5/24/22,5,US,Colorado,US-CO,Yuma,South Republican SWA--Hale Crossroads,L2837800,obsr216958,URN:CornellLabOfOrnithology:EBIRD:OBS1441553228
Spotted x Eastern Towhee (hybrid),41.2285718,-103.8267231,US-NE-105,5/26/22,5,US,Nebraska,US-NE,Kimball,Oliver Reservoir SRA,L479513,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1443352891
Spotted x Eastern Towhee (hybrid),48.9486265,-100.5232809,US-ND-009,6/13/09,6,US,North Dakota,US-ND,Bottineau,Turtle Mtns.--Mystical Horizons,L940631,obsr51867,URN:CornellLabOfOrnithology:EBIRD:OBS1346031401
Spotted x Eastern Towhee (hybrid),48.9578591,-100.1942248,US-ND-009,6/17/09,6,US,North Dakota,US-ND,Bottineau,Turtle Mtns Bottineau County,L17772066,obsr51867,URN:CornellLabOfOrnithology:EBIRD:OBS1343964305
Spotted x Eastern Towhee (hybrid),49.8442369,-102.3960848,CA-SK-ON,6/27/11,6,CA,Saskatchewan,CA-SK,Estevan,"Moose Mountain PP (general area, try to use more specific hotspots)",L371173,obsr606943,URN:CornellLabOfOrnithology:EBIRD:OBS1051674882
Spotted x Eastern Towhee (hybrid),39.8873801,-98.9492103,US-KS-183,6/17/12,6,US,Kansas,US-KS,Smith,SMCP38 020,L1589609,obsr163285,URN:CornellLabOfOrnithology:EBIRD:OBS156569436
Spotted x Eastern Towhee (hybrid),42.7717152,-98.4423494,US-NE-015,6/18/12,6,US,Nebraska,US-NE,Boyd,Redbird Bridge,L903695,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156763416
Spotted x Eastern Towhee (hybrid),42.7557728,-98.4387875,US-NE-089,6/18/12,6,US,Nebraska,US-NE,Holt,Redbird WMA,L903689,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156762980
Spotted x Eastern Towhee (hybrid),42.7201396,-99.588114,US-NE-149,6/19/12,6,US,Nebraska,US-NE,Rock,Fred Thomas WMA,L738390,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS156765086
Spotted x Eastern Towhee (hybrid),42.8231377,-100.1343727,US-NE-103,6/13/14,6,US,Nebraska,US-NE,Keya Paha,Mule Shoe Creek Road x River Road,L2923002,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS259923702
Spotted x Eastern Towhee (hybrid),41.8092444,-99.143908,US-NE-071,6/14/14,6,US,Nebraska,US-NE,Garfield,Pebble Creek Road,L1252812,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS259956651
Spotted x Eastern Towhee (hybrid),40.2895107,-103.8778996,US-CO-087,6/28/14,6,US,Colorado,US-CO,Morgan,Narrows Dam site,L2777962,obsr308869,URN:CornellLabOfOrnithology:EBIRD:OBS261637113
Spotted x Eastern Towhee (hybrid),49.4819553,-100.6498718,CA-MB-FI,6/4/15,6,CA,Manitoba,CA-MB,South West Westman,Lauder Sandhills PWMA,L1018126,obsr105133,URN:CornellLabOfOrnithology:EBIRD:OBS326351540
Spotted x Eastern Towhee (hybrid),48.2741567,-97.7306642,US-ND-099,6/5/16,6,US,North Dakota,US-ND,Walsh,US-North Dakota-Pisek-5935-5949 134th Ave NE - 48.274x-97.731,L4676167,obsr197286,URN:CornellLabOfOrnithology:EBIRD:OBS410127259
Spotted x Eastern Towhee (hybrid),41.7998233,-98.1053782,US-NE-011,6/15/16,6,US,Nebraska,US-NE,Boone,Olson Nature Preserve,L594093,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS412299030
Spotted x Eastern Towhee (hybrid),49.5716667,-109.8819444,CA-SK-FO,6/4/17,6,CA,Saskatchewan,CA-SK,Maple Creek,Cypress Hills PP--Fort Walsh,L445278,obsr673655,URN:CornellLabOfOrnithology:EBIRD:OBS508218848
Spotted x Eastern Towhee (hybrid),46.8657,-96.4676,US-MN-027,6/16/17,6,US,Minnesota,US-MN,Clay,Buffalo River SP,L151755,obsr139848,URN:CornellLabOfOrnithology:EBIRD:OBS584542693
Spotted x Eastern Towhee (hybrid),41.411081,-97.02569,US-NE-023,6/16/17,6,US,Nebraska,US-NE,Butler,"68632, David City US-NE (41.4111,-97.0257)",L5982766,obsr538464,URN:CornellLabOfOrnithology:EBIRD:OBS511584760
Spotted x Eastern Towhee (hybrid),43.4995048,-96.5934303,US-IA-119,6/18/17,6,US,Iowa,US-IA,Lyon,Gitchie Manitou State Preserve,L1283175,obsr137437,URN:CornellLabOfOrnithology:EBIRD:OBS512120587
Spotted x Eastern Towhee (hybrid),40.814946,-98.4290457,US-NE-079,6/18/17,6,US,Nebraska,US-NE,Hall,Loch Linda WMA,L1183545,obsr538464,URN:CornellLabOfOrnithology:EBIRD:OBS512090798
Spotted x Eastern Towhee (hybrid),40.909998,-100.317187,US-NE-111,6/20/17,6,US,Nebraska,US-NE,Lincoln,"69123, Brady US-NE (40.9100,-100.3172)",L6001237,obsr538464,URN:CornellLabOfOrnithology:EBIRD:OBS512848581
Spotted x Eastern Towhee (hybrid),46.8652811,-96.4669396,US-MN-027,6/25/17,6,US,Minnesota,US-MN,Clay,"US-Minnesota-Glyndon-565 155th Street South - 46.865x-96.467 - Jun 25, 2017 8:27 AM",L6016675,obsr338085,URN:CornellLabOfOrnithology:EBIRD:OBS513790447
Spotted x Eastern Towhee (hybrid),50.52068,-101.47041,CA-MB-FN,6/29/17,6,CA,Manitoba,CA-MB,Western Manitoba Westman,Spy Hill-Elllice PFRA (MB),L4584113,obsr121883,URN:CornellLabOfOrnithology:EBIRD:OBS514961077
Spotted x Eastern Towhee (hybrid),49.683624,-100.742569,CA-MB-SI,6/3/18,6,CA,Manitoba,CA-MB,Virden Area,Oak Lake PP and Oak Lake,L1028192,obsr268467,URN:CornellLabOfOrnithology:EBIRD:OBS628740418
Spotted x Eastern Towhee (hybrid),49.7832038,-100.7029581,CA-MB-SI,6/8/18,6,CA,Manitoba,CA-MB,Virden Area,Oak Lake North of # 1Hwy,L7544364,obsr280602,URN:CornellLabOfOrnithology:EBIRD:OBS629987214
Spotted x Eastern Towhee (hybrid),41.4490016,-102.5291169,US-NE-069,6/12/18,6,US,Nebraska,US-NE,Garden,"Crane Grove (private), Lisco, Nebraska, US (41.449, -102.529)",L7562599,obsr466468,URN:CornellLabOfOrnithology:EBIRD:OBS630571108
Spotted x Eastern Towhee (hybrid),41.896375,-100.327643,US-NE-171,6/26/18,6,US,Nebraska,US-NE,Thomas,"(41.8964,-100.3276). Circle Road",L7628508,obsr201374,URN:CornellLabOfOrnithology:EBIRD:OBS634726752
Spotted x Eastern Towhee (hybrid),42.6218336,-100.8768082,US-NE-031,6/4/19,6,US,Nebraska,US-NE,Cherry,Merritt Reservoir,L1007731,obsr505124,URN:CornellLabOfOrnithology:EBIRD:OBS778374468
Spotted x Eastern Towhee (hybrid),42.7627949,-97.1128725,US-NE-027,6/5/19,6,US,Nebraska,US-NE,Cedar,"Unknown Location - (42.763, -97.113)",L9413776,obsr432927,URN:CornellLabOfOrnithology:EBIRD:OBS771498620
Spotted x Eastern Towhee (hybrid),42.179879,-97.5765324,US-NE-139,6/10/19,6,US,Nebraska,US-NE,Pierce,Willow Creek SRA,L592555,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS773606191
Spotted x Eastern Towhee (hybrid),47.9852906,-98.9784269,US-ND-005,6/11/19,6,US,North Dakota,US-ND,Benson,White Horse Hill Natl. Game Preserve--Visitor Center trails,L1844649,obsr321488,URN:CornellLabOfOrnithology:EBIRD:OBS774026889
Spotted x Eastern Towhee (hybrid),42.006767,-97.4884701,US-NE-119,6/12/19,6,US,Nebraska,US-NE,Madison,Cowboy Trail--Broken Bridge,L562624,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS774420185
Spotted x Eastern Towhee (hybrid),42.7237613,-103.8466418,US-NE-165,6/13/19,6,US,Nebraska,US-NE,Sioux,Sowbelly Canyon,L281255,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS774708327
Spotted x Eastern Towhee (hybrid),41.7093923,-103.6739309,US-NE-157,6/16/19,6,US,Nebraska,US-NE,Scotts Bluff,Wildcat Hills RA--Nature Center,L1560384,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS775862860
Spotted x Eastern Towhee (hybrid),41.307831,-102.124586,US-NE-069,6/4/20,6,US,Nebraska,US-NE,Garden,Garden County Rd 44 east of US 26,L11016823,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS937695127
Spotted x Eastern Towhee (hybrid),43.0605729,-96.4668059,US-IA-167,6/10/20,6,US,Iowa,US-IA,Sioux,Oak Grove & Big Sioux Park,L741404,obsr990753,URN:CornellLabOfOrnithology:EBIRD:OBS940837274
Spotted x Eastern Towhee (hybrid),43.2238792,-96.579566,US-SD-083,6/11/20,6,US,South Dakota,US-SD,Lincoln,Newton Hills SP,L910083,obsr432927,URN:CornellLabOfOrnithology:EBIRD:OBS942379310
Spotted x Eastern Towhee (hybrid),40.9119017,-97.0830531,US-NE-159,6/12/20,6,US,Nebraska,US-NE,Seward,Plum Creek Trail,L10777247,obsr1571753,URN:CornellLabOfOrnithology:EBIRD:OBS986660036
Spotted x Eastern Towhee (hybrid),42.7653566,-98.062849,US-NE-107,6/13/20,6,US,Nebraska,US-NE,Knox,Niobrara SP,L569258,obsr432927,URN:CornellLabOfOrnithology:EBIRD:OBS942860714
Spotted x Eastern Towhee (hybrid),50.3789108,-101.3302169,CA-MB-FN,6/27/20,6,CA,Manitoba,CA-MB,Western Manitoba Westman,Fort Ellice,L11935206,obsr454532,URN:CornellLabOfOrnithology:EBIRD:OBS958711848
Spotted x Eastern Towhee (hybrid),43.2338429,-96.5740204,US-SD-083,6/27/20,6,US,South Dakota,US-SD,Lincoln,Newton Hills SP--Horse Camp,L2175008,obsr100116,URN:CornellLabOfOrnithology:EBIRD:OBS948594210
Spotted x Eastern Towhee (hybrid),41.3830433,-98.2867585,US-NE-093,6/28/20,6,US,Nebraska,US-NE,Howard,Merrick Road (Howard County),L11795575,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS949552522
Spotted x Eastern Towhee (hybrid),41.3829597,-98.2864608,US-NE-121,6/28/20,6,US,Nebraska,US-NE,Merrick,Merrick Road (Merrick County),L11795535,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS949551611
Spotted x Eastern Towhee (hybrid),41.3431607,-98.0306213,US-NE-125,6/28/20,6,US,Nebraska,US-NE,Nance,Pleasant Valley Road (Nance County),L11800445,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS949886943
Spotted x Eastern Towhee (hybrid),48.9470918,-100.5232716,US-ND-009,6/9/21,6,US,North Dakota,US-ND,Bottineau,Twisted Oaks,L4610987,obsr356212,URN:CornellLabOfOrnithology:EBIRD:OBS1179358259
Spotted x Eastern Towhee (hybrid),42.5547242,-96.4706039,US-IA-193,6/10/21,6,US,Iowa,US-IA,Woodbury,Stone SP,L1156638,obsr617896,URN:CornellLabOfOrnithology:EBIRD:OBS1179588658
Spotted x Eastern Towhee (hybrid),40.5130082,-98.6672858,US-NE-001,6/12/21,6,US,Nebraska,US-NE,Adams,S Constitution Avenue Woodlot (Adams County),L15349228,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1181120317
Spotted x Eastern Towhee (hybrid),42.673412,-98.1290245,US-NE-107,6/13/21,6,US,Nebraska,US-NE,Knox,Bohemia Prairie WMA,L903681,obsr141649,URN:CornellLabOfOrnithology:EBIRD:OBS1182170535
Spotted x Eastern Towhee (hybrid),41.8330548,-96.6942358,US-NE-039,6/18/21,6,US,Nebraska,US-NE,Cuming,Wilderness Park (West Point),L3788940,obsr1772609,URN:CornellLabOfOrnithology:EBIRD:OBS1185773702
Spotted x Eastern Towhee (hybrid),41.9332525,-97.308569,US-NE-167,6/18/21,6,US,Nebraska,US-NE,Stanton,Wood Duck WMA--ponds,L559506,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1185155050
Spotted x Eastern Towhee (hybrid),40.7657865,-96.8507481,US-NE-109,6/27/21,6,US,Nebraska,US-NE,Lancaster,Conestoga Lake,L1029915,obsr240738,URN:CornellLabOfOrnithology:EBIRD:OBS1191024529
Spotted x Eastern Towhee (hybrid),41.8572879,-100.3807068,US-NE-171,6/6/22,6,US,Nebraska,US-NE,Thomas,Nebraska National Forest Bessey Ranger District,L635786,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1453344213
Spotted x Eastern Towhee (hybrid),42.804588,-100.050493,US-NE-103,6/7/22,6,US,Nebraska,US-NE,Keya Paha,Norden Road along Middle Creek,L19522222,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1454048409
Spotted x Eastern Towhee (hybrid),48.6691025,-102.0971815,US-ND-101,6/8/22,6,US,North Dakota,US-ND,Ward,Des Lacs NWR,L158883,obsr116798,URN:CornellLabOfOrnithology:EBIRD:OBS1454987167
Spotted x Eastern Towhee (hybrid),40.002913,-99.352352,US-NE-083,6/8/22,6,US,Nebraska,US-NE,Harlan,W 100 Ln,L19725249,obsr188426,URN:CornellLabOfOrnithology:EBIRD:OBS1462800353
Spotted x Eastern Towhee (hybrid),41.262236,-101.917079,US-NE-101,6/17/22,6,US,Nebraska,US-NE,Keith,Eagle Canyon Hideaway and vicinity,L19724732,obsr188426,URN:CornellLabOfOrnithology:EBIRD:OBS1462786533
Spotted x Eastern Towhee (hybrid),42.2344311,-96.4008648,US-NE-173,6/21/22,6,US,Nebraska,US-NE,Thurston,"Bureau of Indian Affairs Roads 17B & 30 Winnebago, Nebraska, US (42.234, -96.401)",L19759364,obsr617896,URN:CornellLabOfOrnithology:EBIRD:OBS1464193730
Spotted x Eastern Towhee (hybrid),41.7640698,-103.8178557,US-NE-157,6/23/22,6,US,Nebraska,US-NE,Scotts Bluff,Carter Canyon,L281263,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1465568720
Spotted x Eastern Towhee (hybrid),40.272092,-96.293008,US-NE-097,6/26/22,6,US,Nebraska,US-NE,Johnson,"615 Ave, Steinauer US-NE 40.27209, -96.29301",L19850375,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1467841782
Spotted x Eastern Towhee (hybrid),40.83784,-102.8064537,US-CO-075,7/2/11,7,US,Colorado,US-CO,Logan,Tamarack Ranch SWA,L259046,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS122055950
Spotted x Eastern Towhee (hybrid),40.4289823,-101.584053,US-NE-029,7/14/11,7,US,Nebraska,US-NE,Chase,Enders Reservoir SRA--Church Grove,L770354,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS122749030
Spotted x Eastern Towhee (hybrid),40.5880482,-100.9302807,US-NE-085,7/24/11,7,US,Nebraska,US-NE,Hayes,Hayes Center WMA,L569403,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS123217664
Spotted x Eastern Towhee (hybrid),41.3080107,-98.9118004,US-NE-163,7/26/11,7,US,Nebraska,US-NE,Sherman,Sherman Reservoir SRA--Trail 5,L1239434,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS123292600
Spotted x Eastern Towhee (hybrid),40.9775329,-98.969779,US-NE-019,7/6/14,7,US,Nebraska,US-NE,Buffalo,Poole,L782079,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS262607967
Spotted x Eastern Towhee (hybrid),40.0466059,-101.5266752,US-NE-057,7/17/14,7,US,Nebraska,US-NE,Dundy,Benkelman WTP and Republican crossing,L2985176,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS264124110
Spotted x Eastern Towhee (hybrid),39.390637,-99.5227432,US-KS-163,7/24/14,7,US,Kansas,US-KS,Rooks,Webster WA,L2996982,obsr203112,URN:CornellLabOfOrnithology:EBIRD:OBS264940391
Spotted x Eastern Towhee (hybrid),42.7982977,-97.3770189,US-NE-027,7/31/14,7,US,Nebraska,US-NE,Cedar,Chalkrock WMA,L603437,obsr276852,URN:CornellLabOfOrnithology:EBIRD:OBS265832744
Spotted x Eastern Towhee (hybrid),40.0205159,-99.3487215,US-NE-083,7/31/14,7,US,Nebraska,US-NE,Harlan,703 x Corps Rd A,L3011579,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS265863920
Spotted x Eastern Towhee (hybrid),40.6324539,-99.8578262,US-NE-073,7/6/18,7,US,Nebraska,US-NE,Gosper,Elwood Reservoir WMA,L939819,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS637669346
Spotted x Eastern Towhee (hybrid),47.9900372,-98.9696286,US-ND-005,7/17/18,7,US,North Dakota,US-ND,Benson,White Horse Hill National Game Preserve,L159536,obsr230334,URN:CornellLabOfOrnithology:EBIRD:OBS640730452
Spotted x Eastern Towhee (hybrid),42.8451987,-97.4888134,US-NE-107,7/15/19,7,US,Nebraska,US-NE,Knox,South Shore,L2713595,obsr1006586,URN:CornellLabOfOrnithology:EBIRD:OBS785500447
Spotted x Eastern Towhee (hybrid),40.4353195,-101.5422964,US-NE-029,7/18/20,7,US,Nebraska,US-NE,Chase,Enders Reservoir RA,L6560057,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS957903354
Spotted x Eastern Towhee (hybrid),40.6729163,-99.018158,US-NE-019,7/8/21,7,US,Nebraska,US-NE,Buffalo,Kearney hike-bike trail--Cherry to Sweetwater,L6329235,obsr643628,URN:CornellLabOfOrnithology:EBIRD:OBS1197714308
Spotted x Eastern Towhee (hybrid),40.9349785,-102.4869061,US-CO-115,7/11/21,7,US,Colorado,US-CO,Sedgwick,Sedgewick Bar SWA,L4012561,obsr775047,URN:CornellLabOfOrnithology:EBIRD:OBS1198922069
Spotted x Eastern Towhee (hybrid),41.2095019,-101.6477233,US-NE-101,7/12/21,7,US,Nebraska,US-NE,Keith,Cedar Point Biological Station,L4647937,obsr1624582,URN:CornellLabOfOrnithology:EBIRD:OBS1199835775
Spotted x Eastern Towhee (hybrid),40.955448,-97.540012,US-NE-185,7/3/22,7,US,Nebraska,US-NE,York,County Road O and County Road 19--Lincoln Creek Crossings (York County),L19961733,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS1472357089
Spotted x Eastern Towhee (hybrid),41.046672,-98.643162,US-NE-079,7/18/22,7,US,Nebraska,US-NE,Hall,"1940–1976 W Loup River Rd, Cairo US-NE (41.0467,-98.6432)",L10068702,obsr623695,URN:CornellLabOfOrnithology:EBIRD:OBS1481625334
Spotted x Eastern Towhee (hybrid),40.3656397,-99.5860025,US-NE-137,7/20/22,7,US,Nebraska,US-NE,Phelps,727 x Spring Creek,L20224852,obsr28733,URN:CornellLabOfOrnithology:EBIRD:OBS1483071981
Spotted x Eastern Towhee (hybrid),43.4781016,-96.589855,US-SD-083,7/31/22,7,US,South Dakota,US-SD,Lincoln,Good Earth SP,L2304174,obsr516240,URN:CornellLabOfOrnithology:EBIRD:OBS1489534779
Spotted x Eastern Towhee (hybrid),41.2369995,-101.6669998,US-NE-101,8/26/06,8,US,Nebraska,US-NE,Keith,Lake McConaughy,L140454,obsr33073,URN:CornellLabOfOrnithology:EBIRD:OBS435625837
Spotted x Eastern Towhee (hybrid),40.3875881,-104.0895223,US-CO-087,8/15/14,8,US,Colorado,US-CO,Morgan,Jackson Lake SP,L159448,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS267758528
Spotted x Eastern Towhee (hybrid),40.4369831,-103.3500665,US-CO-075,8/30/14,8,US,Colorado,US-CO,Logan,Prewitt Reservoir (Logan Co.),L342114,obsr129531,URN:CornellLabOfOrnithology:EBIRD:OBS270006614
Spotted x Eastern Towhee (hybrid),40.9294667,-102.6425171,US-CO-115,8/29/17,8,US,Colorado,US-CO,Sedgwick,Jumbo Reservoir (Sedgwick Co),L587796,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS528733711
Spotted x Eastern Towhee (hybrid),40.8635875,-102.6903534,US-CO-075,8/25/19,8,US,Colorado,US-CO,Logan,"County Road 93, Crook, Colorado, US (40.864, -102.69)",L9837554,obsr168341,URN:CornellLabOfOrnithology:EBIRD:OBS798241427
Spotted x Eastern Towhee (hybrid),41.317348,-97.100413,US-NE-023,8/1/20,8,US,Nebraska,US-NE,Butler,County Road O (Butler County),L12000091,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS963197119
Spotted x Eastern Towhee (hybrid),42.4521615,-96.6399705,US-NE-043,8/8/20,8,US,Nebraska,US-NE,Dakota,E Sarpy Road (Dakota County),L12042615,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS966262333
Spotted x Eastern Towhee (hybrid),42.696579,-96.8968817,US-NE-051,8/8/20,8,US,Nebraska,US-NE,Dixon,"5825th Avenue - 888th Road ""loop"" (Dixon County)",L12042716,obsr297531,URN:CornellLabOfOrnithology:EBIRD:OBS966270041
Spotted x Eastern Towhee (hybrid),40.656022,-98.436658,US-NE-001,8/10/20,8,US,Nebraska,US-NE,Adams,Kernan Lagoon,L12044440,obsr58850,URN:CornellLabOfOrnithology:EBIRD:OBS966411508
